Date,Username,Role,Txn_amount,Approver
07/04/2021,xmdf21,staff2,1150,None
07/04/2021,qhti95,staff1,1050,None
07/04/2021,okbq74,staff2,1870,None
07/04/2021,mxxg13,staff2,380,None
07/04/2021,pedi80,staff1,1270,None
07/04/2021,wslg61,staff1,2530,dkhi21
07/04/2021,qxdm42,staff2,1090,None
07/04/2021,wslg61,staff1,20,None
08/04/2021,rofb82,staff2,560,None
08/04/2021,hsyd53,staff1,400,None
08/04/2021,zfvu73,supervisor,5160,hxmk48
08/04/2021,qtez25,staff2,20,None
08/04/2021,rofb82,staff2,970,None
08/04/2021,bjyo51,staff1,970,None
08/04/2021,wslg61,staff1,2890,dkhi21
08/04/2021,vfsx38,staff1,640,None
08/04/2021,bjyo51,staff1,1470,None
08/04/2021,czmw12,staff2,830,None
08/04/2021,cpzx65,staff2,100,None
08/04/2021,vfsx38,staff1,80,None
08/04/2021,pedi80,staff1,2190,dkhi21
08/04/2021,pedi80,staff1,2440,dkhi21
08/04/2021,hsyd53,staff1,630,None
08/04/2021,hsyd53,staff1,1890,None
08/04/2021,mxxg13,staff2,310,None
08/04/2021,qtez25,staff2,3740,zfvu73
08/04/2021,qxdm42,staff2,1160,None
08/04/2021,idtn89,supervisor,5005,vhcj84
08/04/2021,qxdm42,staff2,1680,None
08/04/2021,czmw12,staff2,490,None
08/04/2021,rofb82,staff2,1280,None
08/04/2021,vfsx38,staff1,1700,None
09/04/2021,rofb82,staff2,810,None
09/04/2021,qxdm42,staff2,1560,None
09/04/2021,ijfu90,staff1,1120,None
09/04/2021,hsyd53,staff1,620,None
09/04/2021,pedi80,staff1,670,None
09/04/2021,vfsx38,staff1,2070,zfvu73
09/04/2021,vfsx38,staff1,1580,None
09/04/2021,dkhi21,supervisor,5290,cicu11
09/04/2021,vfsx38,staff1,110,None
09/04/2021,hsyd53,staff1,280,None
09/04/2021,cpzx65,staff2,460,None
09/04/2021,ijfu90,staff1,1440,None
09/04/2021,czmw12,staff2,1010,None
09/04/2021,cpzx65,staff2,1540,None
09/04/2021,okbq74,staff2,560,None
09/04/2021,qxdm42,staff2,1410,None
09/04/2021,bjyo51,staff1,2560,zfvu73
09/04/2021,czmw12,staff2,1770,None
09/04/2021,qxdm42,staff2,1280,None
09/04/2021,bjyo51,staff1,180,None
09/04/2021,cpzx65,staff2,350,None
09/04/2021,xmdf21,staff2,1550,None
10/04/2021,hsyd53,staff1,1650,None
10/04/2021,ouqd32,supervisor,6035,vhcj84
10/04/2021,pedi80,staff1,1840,None
10/04/2021,qxdm42,staff2,670,None
10/04/2021,qhti95,staff1,960,None
10/04/2021,wslg61,staff1,3000,zfvu73
10/04/2021,bjyo51,staff1,1660,None
10/04/2021,qhti95,staff1,1930,None
10/04/2021,qtez25,staff2,690,None
10/04/2021,qhti95,staff1,50,None
10/04/2021,bjyo51,staff1,170,None
10/04/2021,bjyo51,staff1,30,None
10/04/2021,mxxg13,staff2,1240,None
10/04/2021,qtez25,staff2,330,None
10/04/2021,pedi80,staff1,1010,None
10/04/2021,ijfu90,staff1,1040,None
10/04/2021,cpzx65,staff2,120,None
10/04/2021,xmdf21,staff2,2200,zfvu73
10/04/2021,okbq74,staff2,1900,None
10/04/2021,bjyo51,staff1,3790,dkhi21
10/04/2021,czmw12,staff2,830,None
11/04/2021,qtez25,staff2,1200,None
11/04/2021,xmdf21,staff2,300,None
11/04/2021,bjyo51,staff1,1590,None
11/04/2021,qxdm42,staff2,260,None
11/04/2021,dkhi21,supervisor,5780,uiqh99
11/04/2021,vfsx38,staff1,1000,None
11/04/2021,bjyo51,staff1,960,None
11/04/2021,qxdm42,staff2,1880,None
11/04/2021,xmdf21,staff2,3240,zfvu73
11/04/2021,wslg61,staff1,1580,None
11/04/2021,cpzx65,staff2,2810,dkhi21
11/04/2021,pedi80,staff1,2510,dkhi21
11/04/2021,okbq74,staff2,210,None
11/04/2021,vfsx38,staff1,170,None
11/04/2021,dkhi21,supervisor,4010,gzfk26
11/04/2021,mxxg13,staff2,1740,None
11/04/2021,ijfu90,staff1,690,None
11/04/2021,hsyd53,staff1,230,None
11/04/2021,wslg61,staff1,1090,None
11/04/2021,bjyo51,staff1,860,None
11/04/2021,vfsx38,staff1,130,None
11/04/2021,ijfu90,staff1,1060,None
11/04/2021,mxxg13,staff2,240,None
11/04/2021,wslg61,staff1,3060,zfvu73
11/04/2021,xmdf21,staff2,1810,None
12/04/2021,zfvu73,supervisor,5880,rixd63
12/04/2021,dkhi21,supervisor,4350,rixd63
12/04/2021,zfvu73,supervisor,4360,hxmk48
12/04/2021,mxxg13,staff2,30,None
12/04/2021,qhti95,staff1,700,None
12/04/2021,pedi80,staff1,2500,zfvu73
12/04/2021,qtez25,staff2,160,None
12/04/2021,xmdf21,staff2,1710,None
12/04/2021,qxdm42,staff2,1700,None
12/04/2021,ijfu90,staff1,1110,None
12/04/2021,czmw12,staff2,1280,None
12/04/2021,mxxg13,staff2,2320,dkhi21
12/04/2021,pedi80,staff1,2630,dkhi21
12/04/2021,qtez25,staff2,710,None
12/04/2021,pedi80,staff1,670,None
12/04/2021,ijfu90,staff1,1200,None
12/04/2021,qtez25,staff2,170,None
12/04/2021,ouqd32,supervisor,6230,qili19
12/04/2021,hsyd53,staff1,1020,None
12/04/2021,dkhi21,supervisor,5630,yvyl18
12/04/2021,qhti95,staff1,3720,zfvu73
12/04/2021,qxdm42,staff2,420,None
12/04/2021,qhti95,staff1,2850,dkhi21
12/04/2021,bjyo51,staff1,120,None
12/04/2021,qhti95,staff1,1200,None
12/04/2021,bjyo51,staff1,760,None
13/04/2021,vfsx38,staff1,1950,None
13/04/2021,vfsx38,staff1,80,None
13/04/2021,wslg61,staff1,800,None
13/04/2021,czmw12,staff2,1500,None
13/04/2021,qhti95,staff1,590,None
13/04/2021,bjyo51,staff1,1470,None
13/04/2021,vfsx38,staff1,550,None
13/04/2021,bjyo51,staff1,1620,None
13/04/2021,cpzx65,staff2,1930,None
13/04/2021,czmw12,staff2,330,None
13/04/2021,xmdf21,staff2,1370,None
13/04/2021,dkhi21,supervisor,5250,hxmk48
13/04/2021,wslg61,staff1,880,None
13/04/2021,qhti95,staff1,1940,None
13/04/2021,zfvu73,supervisor,5690,uiqh99
13/04/2021,hsyd53,staff1,850,None
13/04/2021,dkhi21,supervisor,4960,uiqh99
13/04/2021,rofb82,staff2,2260,dkhi21
13/04/2021,okbq74,staff2,3460,zfvu73
13/04/2021,qtez25,staff2,60,None
13/04/2021,vfsx38,staff1,90,None
13/04/2021,okbq74,staff2,710,None
13/04/2021,qhti95,staff1,990,None
13/04/2021,hsyd53,staff1,2400,dkhi21
13/04/2021,qxdm42,staff2,1280,None
13/04/2021,cpzx65,staff2,1780,None
13/04/2021,qtez25,staff2,810,None
13/04/2021,hsyd53,staff1,780,None
13/04/2021,qxdm42,staff2,880,None
13/04/2021,zfvu73,supervisor,5660,rixd63
14/04/2021,zfvu73,supervisor,4510,dvgc74
14/04/2021,zfvu73,supervisor,5550,dvgc74
14/04/2021,wslg61,staff1,2400,zfvu73
14/04/2021,dkhi21,supervisor,4450,yvyl18
14/04/2021,bjyo51,staff1,1660,None
14/04/2021,zfvu73,supervisor,5020,uiqh99
14/04/2021,xmdf21,staff2,2990,dkhi21
14/04/2021,cpzx65,staff2,1800,None
14/04/2021,qxdm42,staff2,1520,None
14/04/2021,czmw12,staff2,730,None
14/04/2021,bjyo51,staff1,280,None
14/04/2021,wslg61,staff1,850,None
14/04/2021,okbq74,staff2,1960,None
14/04/2021,czmw12,staff2,1350,None
14/04/2021,mxxg13,staff2,1920,None
14/04/2021,ijfu90,staff1,400,None
15/04/2021,hsyd53,staff1,1880,None
15/04/2021,xmdf21,staff2,1730,None
15/04/2021,wslg61,staff1,3250,dkhi21
15/04/2021,xmdf21,staff2,60,None
15/04/2021,ijfu90,staff1,980,None
15/04/2021,qxdm42,staff2,510,None
15/04/2021,okbq74,staff2,960,None
15/04/2021,qhti95,staff1,1670,None
15/04/2021,mxxg13,staff2,40,None
15/04/2021,bjyo51,staff1,260,None
15/04/2021,mxxg13,staff2,370,None
15/04/2021,xmdf21,staff2,2780,zfvu73
15/04/2021,hsyd53,staff1,1500,None
15/04/2021,vfsx38,staff1,2680,dkhi21
15/04/2021,xmdf21,staff2,310,None
15/04/2021,rofb82,staff2,1350,None
15/04/2021,zfvu73,supervisor,4500,dvgc74
15/04/2021,mxxg13,staff2,3590,dkhi21
15/04/2021,hsyd53,staff1,3010,zfvu73
15/04/2021,bjyo51,staff1,1200,None
15/04/2021,wslg61,staff1,830,None
15/04/2021,hsyd53,staff1,1210,None
15/04/2021,okbq74,staff2,1550,None
16/04/2021,hsyd53,staff1,1170,None
16/04/2021,qhti95,staff1,1800,None
16/04/2021,ijfu90,staff1,1240,None
16/04/2021,okbq74,staff2,900,None
16/04/2021,ijfu90,staff1,890,None
16/04/2021,qxdm42,staff2,230,None
16/04/2021,qtez25,staff2,2710,zfvu73
16/04/2021,qhti95,staff1,1910,None
16/04/2021,vfsx38,staff1,960,None
16/04/2021,pedi80,staff1,440,None
16/04/2021,okbq74,staff2,1450,None
16/04/2021,vfsx38,staff1,1530,None
16/04/2021,xmdf21,staff2,1670,None
16/04/2021,cpzx65,staff2,480,None
16/04/2021,zfvu73,supervisor,6020,sezj17
16/04/2021,ijfu90,staff1,1630,None
16/04/2021,cpzx65,staff2,3170,dkhi21
16/04/2021,okbq74,staff2,2930,dkhi21
16/04/2021,wslg61,staff1,3670,zfvu73
16/04/2021,pedi80,staff1,1040,None
16/04/2021,qtez25,staff2,990,None
16/04/2021,qhti95,staff1,3730,zfvu73
16/04/2021,hsyd53,staff1,710,None
16/04/2021,vfsx38,staff1,980,None
16/04/2021,xmdf21,staff2,2490,zfvu73
16/04/2021,xmdf21,staff2,720,None
16/04/2021,wslg61,staff1,310,None
17/04/2021,qtez25,staff2,250,None
17/04/2021,cpzx65,staff2,1880,None
17/04/2021,czmw12,staff2,150,None
17/04/2021,mxxg13,staff2,1030,None
17/04/2021,qxdm42,staff2,730,None
17/04/2021,mxxg13,staff2,2500,dkhi21
17/04/2021,czmw12,staff2,1530,None
17/04/2021,okbq74,staff2,1390,None
17/04/2021,zfvu73,supervisor,4820,uiqh99
17/04/2021,bjyo51,staff1,1440,None
17/04/2021,pedi80,staff1,1300,None
17/04/2021,czmw12,staff2,1400,None
17/04/2021,bjyo51,staff1,1860,None
17/04/2021,ijfu90,staff1,80,None
17/04/2021,okbq74,staff2,50,None
17/04/2021,xmdf21,staff2,1720,None
17/04/2021,zfvu73,supervisor,5180,rixd63
17/04/2021,rofb82,staff2,720,None
17/04/2021,czmw12,staff2,300,None
17/04/2021,qhti95,staff1,1760,None
17/04/2021,ijfu90,staff1,1070,None
17/04/2021,qhti95,staff1,2280,dkhi21
17/04/2021,pedi80,staff1,750,None
17/04/2021,qtez25,staff2,850,None
17/04/2021,okbq74,staff2,2230,zfvu73
18/04/2021,zfvu73,supervisor,5230,uiqh99
18/04/2021,rofb82,staff2,530,None
18/04/2021,wslg61,staff1,1240,None
18/04/2021,dkhi21,supervisor,5330,sezj17
18/04/2021,cpzx65,staff2,3530,dkhi21
18/04/2021,cpzx65,staff2,1110,None
18/04/2021,hsyd53,staff1,880,None
18/04/2021,okbq74,staff2,1690,None
18/04/2021,qtez25,staff2,1290,None
18/04/2021,xmdf21,staff2,1430,None
18/04/2021,zfvu73,supervisor,4480,hxmk48
18/04/2021,okbq74,staff2,2290,dkhi21
18/04/2021,rofb82,staff2,2730,zfvu73
18/04/2021,qxdm42,staff2,230,None
18/04/2021,qhti95,staff1,1800,None
18/04/2021,zfvu73,supervisor,5120,hxmk48
19/04/2021,bjyo51,staff1,1230,None
19/04/2021,qhti95,staff1,830,None
19/04/2021,dkhi21,supervisor,4280,rixd63
19/04/2021,xmdf21,staff2,260,None
19/04/2021,qtez25,staff2,1960,None
19/04/2021,dkhi21,supervisor,4640,hxmk48
19/04/2021,qxdm42,staff2,20,None
19/04/2021,xmdf21,staff2,1020,None
19/04/2021,qtez25,staff2,1110,None
19/04/2021,mxxg13,staff2,380,None
19/04/2021,qtez25,staff2,510,None
19/04/2021,rofb82,staff2,410,None
19/04/2021,ijfu90,staff1,450,None
19/04/2021,bjyo51,staff1,1570,None
19/04/2021,czmw12,staff2,20,None
19/04/2021,bjyo51,staff1,620,None
19/04/2021,xmdf21,staff2,220,None
19/04/2021,zfvu73,supervisor,5880,dvgc74
19/04/2021,vfsx38,staff1,800,None
19/04/2021,mxxg13,staff2,1070,None
19/04/2021,xmdf21,staff2,1180,None
19/04/2021,qtez25,staff2,2840,zfvu73
19/04/2021,xmdf21,staff2,1840,None
20/04/2021,okbq74,staff2,1950,None
20/04/2021,ijfu90,staff1,1750,None
20/04/2021,okbq74,staff2,1390,None
20/04/2021,okbq74,staff2,1000,None
20/04/2021,rofb82,staff2,320,None
20/04/2021,czmw12,staff2,1640,None
20/04/2021,okbq74,staff2,1900,None
20/04/2021,wslg61,staff1,1780,None
20/04/2021,qtez25,staff2,490,None
20/04/2021,bjyo51,staff1,1250,None
20/04/2021,qxdm42,staff2,680,None
20/04/2021,rofb82,staff2,380,None
20/04/2021,wslg61,staff1,710,None
20/04/2021,vfsx38,staff1,1590,None
20/04/2021,qxdm42,staff2,930,None
20/04/2021,pedi80,staff1,1180,None
20/04/2021,qtez25,staff2,1910,None
20/04/2021,qxdm42,staff2,1990,None
20/04/2021,qxdm42,staff2,610,None
20/04/2021,vfsx38,staff1,90,None
20/04/2021,czmw12,staff2,70,None
20/04/2021,vfsx38,staff1,1060,None
21/04/2021,mxxg13,staff2,810,None
21/04/2021,ijfu90,staff1,1250,None
21/04/2021,bjyo51,staff1,1180,None
21/04/2021,okbq74,staff2,3600,dkhi21
21/04/2021,hsyd53,staff1,2930,zfvu73
21/04/2021,ijfu90,staff1,1070,None
21/04/2021,pedi80,staff1,850,None
21/04/2021,wslg61,staff1,670,None
21/04/2021,zfvu73,supervisor,6010,uiqh99
21/04/2021,okbq74,staff2,1740,None
21/04/2021,ijfu90,staff1,730,None
21/04/2021,pedi80,staff1,2350,zfvu73
21/04/2021,qhti95,staff1,310,None
21/04/2021,ijfu90,staff1,780,None
21/04/2021,qhti95,staff1,1070,None
21/04/2021,qtez25,staff2,710,None
21/04/2021,czmw12,staff2,1760,None
21/04/2021,vfsx38,staff1,110,None
21/04/2021,bjyo51,staff1,1790,None
21/04/2021,qxdm42,staff2,1350,None
21/04/2021,qhti95,staff1,2840,dkhi21
21/04/2021,qhti95,staff1,570,None
22/04/2021,qxdm42,staff2,680,None
22/04/2021,vfsx38,staff1,3990,dkhi21
22/04/2021,ijfu90,staff1,180,None
22/04/2021,qxdm42,staff2,640,None
22/04/2021,bjyo51,staff1,1010,None
22/04/2021,pedi80,staff1,1260,None
22/04/2021,wslg61,staff1,1140,None
22/04/2021,hsyd53,staff1,960,None
22/04/2021,qhti95,staff1,3220,zfvu73
22/04/2021,onid40,staff1,515,None
22/04/2021,xmdf21,staff2,1580,None
22/04/2021,qtez25,staff2,3150,zfvu73
22/04/2021,bjyo51,staff1,640,None
22/04/2021,okbq74,staff2,2380,dkhi21
22/04/2021,ijfu90,staff1,1150,None
22/04/2021,dkhi21,supervisor,5490,uiqh99
22/04/2021,xmdf21,staff2,3930,zfvu73
22/04/2021,vfsx38,staff1,1820,None
22/04/2021,xmdf21,staff2,330,None
22/04/2021,dkhi21,supervisor,4670,yvyl18
22/04/2021,vfsx38,staff1,40,None
22/04/2021,mxxg13,staff2,760,None
22/04/2021,wslg61,staff1,300,None
23/04/2021,czmw12,staff2,590,None
23/04/2021,zfvu73,supervisor,5610,gzfk26
23/04/2021,njso24,supervisor,4760,fxyj92
23/04/2021,qhti95,staff1,3170,dkhi21
23/04/2021,pedi80,staff1,1760,None
23/04/2021,bjyo51,staff1,240,None
23/04/2021,hsyd53,staff1,3690,dkhi21
23/04/2021,okbq74,staff2,1470,None
23/04/2021,rofb82,staff2,870,None
23/04/2021,rofb82,staff2,560,None
23/04/2021,vfsx38,staff1,1070,None
23/04/2021,ijfu90,staff1,1590,None
23/04/2021,qxdm42,staff2,2220,dkhi21
23/04/2021,mxxg13,staff2,1950,None
23/04/2021,qxdm42,staff2,870,None
23/04/2021,pedi80,staff1,1540,None
23/04/2021,xmdf21,staff2,3710,dkhi21
23/04/2021,cpzx65,staff2,1600,None
23/04/2021,wslg61,staff1,370,None
23/04/2021,cpzx65,staff2,930,None
23/04/2021,qxdm42,staff2,1690,None
23/04/2021,qxdm42,staff2,610,None
24/04/2021,qtez25,staff2,520,None
24/04/2021,ijfu90,staff1,1510,None
24/04/2021,bjyo51,staff1,1070,None
24/04/2021,qxdm42,staff2,330,None
24/04/2021,cpzx65,staff2,1940,None
24/04/2021,qtez25,staff2,600,None
24/04/2021,vfsx38,staff1,1470,None
24/04/2021,dkhi21,supervisor,5510,cicu11
24/04/2021,pedi80,staff1,1320,None
24/04/2021,bjyo51,staff1,1930,None
24/04/2021,cpzx65,staff2,930,None
24/04/2021,qxdm42,staff2,1370,None
24/04/2021,pedi80,staff1,780,None
24/04/2021,cpzx65,staff2,3040,dkhi21
24/04/2021,rofb82,staff2,3550,dkhi21
24/04/2021,qhti95,staff1,1020,None
24/04/2021,qxdm42,staff2,90,None
24/04/2021,qhti95,staff1,280,None
24/04/2021,zfvu73,supervisor,4380,sezj17
24/04/2021,czmw12,staff2,1120,None
24/04/2021,cpzx65,staff2,480,None
24/04/2021,qhti95,staff1,1420,None
25/04/2021,czmw12,staff2,170,None
25/04/2021,bjyo51,staff1,640,None
25/04/2021,dkhi21,supervisor,5140,dvgc74
25/04/2021,okbq74,staff2,170,None
25/04/2021,qtez25,staff2,1690,None
25/04/2021,zfvu73,supervisor,6070,rixd63
25/04/2021,qtez25,staff2,550,None
25/04/2021,mgff52,staff2,495,None
25/04/2021,hsyd53,staff1,530,None
25/04/2021,zfvu73,supervisor,6050,gzfk26
25/04/2021,qtez25,staff2,170,None
25/04/2021,qtez25,staff2,1480,None
25/04/2021,ijfu90,staff1,1830,None
25/04/2021,rofb82,staff2,1370,None
25/04/2021,okbq74,staff2,3180,zfvu73
25/04/2021,czmw12,staff2,570,None
25/04/2021,xmdf21,staff2,450,None
25/04/2021,qxdm42,staff2,1470,None
25/04/2021,qtez25,staff2,2050,zfvu73
25/04/2021,wslg61,staff1,1410,None
25/04/2021,qxdm42,staff2,1720,None
25/04/2021,pedi80,staff1,130,None
25/04/2021,qtez25,staff2,1160,None
25/04/2021,mxxg13,staff2,3020,zfvu73
26/04/2021,qhti95,staff1,1370,None
26/04/2021,mxxg13,staff2,1920,None
26/04/2021,czmw12,staff2,1410,None
26/04/2021,xmdf21,staff2,590,None
26/04/2021,vfsx38,staff1,190,None
26/04/2021,rofb82,staff2,1080,None
26/04/2021,qxdm42,staff2,1030,None
26/04/2021,qxdm42,staff2,1930,None
26/04/2021,czmw12,staff2,1190,None
26/04/2021,okbq74,staff2,960,None
26/04/2021,mxxg13,staff2,680,None
26/04/2021,czmw12,staff2,920,None
26/04/2021,xmdf21,staff2,1810,None
26/04/2021,cpzx65,staff2,3420,dkhi21
26/04/2021,qtez25,staff2,220,None
26/04/2021,vfsx38,staff1,1610,None
26/04/2021,qtez25,staff2,3940,dkhi21
26/04/2021,xmdf21,staff2,1670,None
26/04/2021,mxxg13,staff2,1090,None
26/04/2021,mxxg13,staff2,1880,None
26/04/2021,qxdm42,staff2,1210,None
26/04/2021,zfvu73,supervisor,4580,gzfk26
26/04/2021,wslg61,staff1,2250,zfvu73
27/04/2021,vfsx38,staff1,740,None
27/04/2021,pedi80,staff1,1560,None
27/04/2021,cpzx65,staff2,1200,None
27/04/2021,xmdf21,staff2,580,None
27/04/2021,rofb82,staff2,930,None
27/04/2021,okbq74,staff2,1930,None
27/04/2021,qxdm42,staff2,1850,None
27/04/2021,wslg61,staff1,1300,None
27/04/2021,pedi80,staff1,970,None
27/04/2021,cpzx65,staff2,3920,dkhi21
27/04/2021,hsyd53,staff1,930,None
27/04/2021,bjyo51,staff1,1080,None
27/04/2021,rofb82,staff2,1450,None
27/04/2021,xmdf21,staff2,2690,dkhi21
27/04/2021,ijfu90,staff1,1470,None
27/04/2021,bjyo51,staff1,970,None
27/04/2021,bjyo51,staff1,1750,None
27/04/2021,zfvu73,supervisor,5000,gzfk26
27/04/2021,xmdf21,staff2,1270,None
27/04/2021,okbq74,staff2,1150,None
27/04/2021,okbq74,staff2,3030,dkhi21
27/04/2021,qhti95,staff1,920,None
27/04/2021,wslg61,staff1,270,None
28/04/2021,vfsx38,staff1,1070,None
28/04/2021,cpzx65,staff2,1090,None
28/04/2021,mxxg13,staff2,1330,None
28/04/2021,qhti95,staff1,80,None
28/04/2021,qhti95,staff1,520,None
28/04/2021,xmdf21,staff2,1650,None
28/04/2021,cpzx65,staff2,660,None
28/04/2021,hsyd53,staff1,370,None
28/04/2021,pedi80,staff1,670,None
28/04/2021,ijfu90,staff1,2880,zfvu73
28/04/2021,rofb82,staff2,1520,None
28/04/2021,qhti95,staff1,50,None
28/04/2021,cpzx65,staff2,850,None
28/04/2021,hsyd53,staff1,1240,None
28/04/2021,xmdf21,staff2,2970,zfvu73
28/04/2021,czmw12,staff2,1840,None
28/04/2021,cpzx65,staff2,450,None
28/04/2021,qtez25,staff2,1630,None
28/04/2021,mxxg13,staff2,1570,None
28/04/2021,vfsx38,staff1,1630,None
28/04/2021,mxxg13,staff2,870,None
01/05/2021,qhti95,staff1,1650,None
01/05/2021,pedi80,staff1,1040,None
01/05/2021,qxdm42,staff2,1550,None
01/05/2021,rofb82,staff2,1170,None
01/05/2021,xmdf21,staff2,980,None
01/05/2021,qtez25,staff2,760,None
01/05/2021,vfsx38,staff1,1690,None
01/05/2021,bjyo51,staff1,880,None
01/05/2021,czmw12,staff2,1900,None
01/05/2021,bjyo51,staff1,2560,dkhi21
01/05/2021,qtez25,staff2,1870,None
01/05/2021,cpzx65,staff2,80,None
01/05/2021,wslg61,staff1,440,None
01/05/2021,dkhi21,supervisor,4030,sezj17
01/05/2021,ijfu90,staff1,1810,None
01/05/2021,hsyd53,staff1,50,None
01/05/2021,qhti95,staff1,2460,zfvu73
01/05/2021,ijfu90,staff1,1090,None
01/05/2021,cpzx65,staff2,270,None
01/05/2021,dkhi21,supervisor,4490,gzfk26
01/05/2021,pedi80,staff1,1870,None
01/05/2021,pedi80,staff1,1340,None
01/05/2021,hsyd53,staff1,1040,None
02/05/2021,xmdf21,staff2,140,None
02/05/2021,hsyd53,staff1,420,None
02/05/2021,czmw12,staff2,790,None
02/05/2021,qhti95,staff1,1210,None
02/05/2021,vfsx38,staff1,350,None
02/05/2021,onid40,staff1,505,None
02/05/2021,qtez25,staff2,1400,None
02/05/2021,vfsx38,staff1,540,None
02/05/2021,dkhi21,supervisor,4380,hxmk48
02/05/2021,wslg61,staff1,1000,None
02/05/2021,czmw12,staff2,1910,None
02/05/2021,zfvu73,supervisor,5160,uiqh99
02/05/2021,wslg61,staff1,460,None
02/05/2021,xmdf21,staff2,900,None
02/05/2021,ijfu90,staff1,1850,None
02/05/2021,wslg61,staff1,170,None
02/05/2021,qtez25,staff2,880,None
02/05/2021,cpzx65,staff2,1190,None
02/05/2021,bjyo51,staff1,3040,dkhi21
02/05/2021,mxxg13,staff2,2280,zfvu73
02/05/2021,dkhi21,supervisor,5400,uiqh99
02/05/2021,qxdm42,staff2,730,None
02/05/2021,pedi80,staff1,1390,None
02/05/2021,qxdm42,staff2,620,None
02/05/2021,qxdm42,staff2,910,None
03/05/2021,qtez25,staff2,30,None
03/05/2021,dkhi21,supervisor,5120,rixd63
03/05/2021,ijfu90,staff1,330,None
03/05/2021,hsyd53,staff1,360,None
03/05/2021,okbq74,staff2,1250,None
03/05/2021,dkhi21,supervisor,5370,cicu11
03/05/2021,rofb82,staff2,1740,None
03/05/2021,vfsx38,staff1,1410,None
03/05/2021,vfsx38,staff1,160,None
03/05/2021,mxxg13,staff2,1880,None
03/05/2021,qhti95,staff1,1770,None
03/05/2021,mxxg13,staff2,2320,zfvu73
03/05/2021,bjyo51,staff1,1630,None
03/05/2021,ijfu90,staff1,210,None
03/05/2021,mxxg13,staff2,340,None
03/05/2021,mxxg13,staff2,3800,zfvu73
03/05/2021,cpzx65,staff2,1760,None
04/05/2021,zfvu73,supervisor,4350,gzfk26
04/05/2021,rofb82,staff2,200,None
04/05/2021,qhti95,staff1,1690,None
04/05/2021,hsyd53,staff1,1990,None
04/05/2021,wslg61,staff1,1920,None
04/05/2021,xmdf21,staff2,1860,None
04/05/2021,qtez25,staff2,1960,None
04/05/2021,cpzx65,staff2,2340,zfvu73
04/05/2021,pedi80,staff1,3450,zfvu73
04/05/2021,mxxg13,staff2,1260,None
04/05/2021,cpzx65,staff2,120,None
04/05/2021,cpzx65,staff2,2720,dkhi21
04/05/2021,wslg61,staff1,210,None
04/05/2021,dkhi21,supervisor,4210,sezj17
04/05/2021,hsyd53,staff1,470,None
04/05/2021,vfsx38,staff1,1490,None
04/05/2021,xmdf21,staff2,320,None
04/05/2021,wslg61,staff1,70,None
04/05/2021,czmw12,staff2,490,None
05/05/2021,qhti95,staff1,3190,zfvu73
05/05/2021,xmdf21,staff2,610,None
05/05/2021,vfsx38,staff1,1150,None
05/05/2021,wslg61,staff1,280,None
05/05/2021,czmw12,staff2,540,None
05/05/2021,cpzx65,staff2,1870,None
05/05/2021,cpzx65,staff2,30,None
05/05/2021,qtez25,staff2,1230,None
05/05/2021,qxdm42,staff2,1460,None
05/05/2021,bjyo51,staff1,1060,None
05/05/2021,okbq74,staff2,970,None
05/05/2021,qhti95,staff1,1250,None
05/05/2021,zfvu73,supervisor,5040,hxmk48
05/05/2021,pedi80,staff1,1020,None
05/05/2021,rofb82,staff2,1750,None
06/05/2021,qhti95,staff1,910,None
06/05/2021,njso24,supervisor,6740,qebl39
06/05/2021,pedi80,staff1,320,None
06/05/2021,hsyd53,staff1,1620,None
06/05/2021,qxdm42,staff2,80,None
06/05/2021,dkhi21,supervisor,5330,uiqh99
06/05/2021,okbq74,staff2,720,None
06/05/2021,pedi80,staff1,1790,None
06/05/2021,vfsx38,staff1,1020,None
06/05/2021,hsyd53,staff1,3510,dkhi21
06/05/2021,bjyo51,staff1,1250,None
06/05/2021,cpzx65,staff2,1740,None
06/05/2021,hsyd53,staff1,1020,None
06/05/2021,pedi80,staff1,930,None
06/05/2021,wslg61,staff1,340,None
06/05/2021,czmw12,staff2,1700,None
06/05/2021,zfvu73,supervisor,5550,cicu11
06/05/2021,wslg61,staff1,1630,None
06/05/2021,mxxg13,staff2,1210,None
06/05/2021,pedi80,staff1,1410,None
06/05/2021,rofb82,staff2,1410,None
06/05/2021,qxdm42,staff2,790,None
06/05/2021,vfsx38,staff1,1530,None
06/05/2021,mxxg13,staff2,2970,dkhi21
06/05/2021,vfsx38,staff1,1260,None
06/05/2021,czmw12,staff2,1150,None
06/05/2021,okbq74,staff2,1490,None
06/05/2021,zfvu73,supervisor,4540,cicu11
06/05/2021,okbq74,staff2,1020,None
06/05/2021,rofb82,staff2,860,None
06/05/2021,qhti95,staff1,910,None
06/05/2021,wslg61,staff1,870,None
06/05/2021,bjyo51,staff1,1190,None
06/05/2021,ijfu90,staff1,1170,None
06/05/2021,wslg61,staff1,230,None
07/05/2021,czmw12,staff2,1490,None
07/05/2021,bjyo51,staff1,490,None
07/05/2021,qtez25,staff2,1160,None
07/05/2021,czmw12,staff2,1780,None
07/05/2021,pedi80,staff1,30,None
07/05/2021,qhti95,staff1,1270,None
07/05/2021,qtez25,staff2,1010,None
07/05/2021,xmdf21,staff2,1450,None
07/05/2021,ijfu90,staff1,830,None
07/05/2021,czmw12,staff2,1120,None
